text	label
how do I check the delivery options?	delivery_options
you're not helping, speak with someone	contact_human_agent
tell me how I can request some invoices	get_invoice
my profile was hacked, what can I do?	recover_password
I need information about downloading a bill	get_invoice
I want to know if I could register two fucking online accounts with a single email address, please	create_account
I got an error when I attempted to pay, but my card was charged anyway, what do I have to do to notify it?	payment_issue
i havd a question and i wanna speak with customert support	contact_customer_service
I need information and I want to send an email to Client Service	contact_customer_service
tell me if I can download an invoice	get_invoice
can you check your payment options?	check_payment_methods
i purchased a product, what should I do to modify my order?	change_order
I lost my bills, what should I do to see them?	check_invoices
you're not helping , how do I contact a person?	contact_human_agent
can you ask an agent how to notify a problem paying, please?	payment_issue
u are not helping, can u speak with a human agent?	contact_human_agent
is it possible to subscribe to the newsletter?	newsletter_subscription
I got an error message when I tried to pay, but I was charged anyway, what can I do to inform of it?	payment_issue
i have no online account, what should i do?	create_account
where can I track my order?	track_order
how to report an issue with my payment	payment_issue
I want to know how to track my package	track_order
I have a question and I would like to send an email to Customer Service, please	contact_customer_service
I want to recover my password, what do I have to do?	recover_password
i want a refund , what can i do to obtain one?	get_refund
how do I inform of an issue paying?	payment_issue
I want a refund, how can I obtain one?	get_refund
can u ask an agent how i can inform of issues with my payment?	payment_issue
I want to know if I can download an invoice	get_invoice
please, could you tell me were I could obtain an invoice?	get_invoice
i dont like the service, i need help submitting a complaint	complaint
I need information, call Customer Support	contact_customer_service
an error message pops when i attempt to make a payment with card	payment_issue
can I edit the information on my profile?	edit_account
please, tell me if I can register more than one user account with an single emai	create_account
I forgot my account password, could you recover it, please?	recover_password
the game was cancelled and i want to get a reimbursement	get_refund
I got an error message when I attempted to pay, but I was charged anyway, how can I inform of it?	payment_issue
can u ask an agent if my shipments are on their way?	track_order
i need information , i need help sending an email to customer service	contact_customer_service
can you tell me if I can hav more than one accunt?	create_account
can you tell me if I could register more than one user account with an single email?	create_account
i wanna know if i can register several profiles with a single email	create_account
help me get a reimbursement	get_refund
the fucking game was postponed and id like to request a reimbursement, please	get_refund
I want information about thedelivery period for my tickets	delivery_period
I have a problem making a payment with card, can you report it?	payment_issue
i wanna know how to check my orders	track_order
I want to see the ticket delivery options	delivery_options
the concert wascanvelled, help me obtain a refund	get_refund
can you tell me where to track my shipments?	track_order
tell me if I can create more than one user account with a single email	create_account
can you tell me the phone number to contact Customer Service?	contact_customer_service
I want to see your reimbursement policy, what should I do?	check_refund_policy
where to create a prfile	create_account
i would like to download a fucking bill, can you give me some information?	get_invoice
I got an error message when I attempted to make a payment, but I was charged anyway, help me inform of it, please	payment_issue
could you tell me about the cancellation penalties, please?	check_cancellation_fee
I have a problem when trying to pay, help me inform of it	payment_issue
i want a profile, can u create one?	create_account
whats the mail of the Customer Service?	contact_customer_service
where can I check my invoices?	check_invoices
I have a problem paying for my order, what can I do?	payment_issue
please, can you ask an agent to check my package?	track_order
I can't understand you, can I talk to a human agent?	contact_human_agent
id like to retrieve my password, how can i do it?	recover_password
i wanna obtain a reimbursement, what should i do?	get_refund
tell me if I can create more than one online account with a single email address	create_account
I don't understand you, help me talk to someone	contact_human_agent
I forgot my password, what do I have to do to retrieve it?	recover_password
where is my order?	track_order
contact Client Service	contact_customer_service
ask an agent where to cancel my online account	delete_account
I got an error message when I attempted to make a payment, but I was charged anyway, what do I have to do to notify it?	payment_issue
where can I report problems with my payment?	payment_issue
can you tell me if i can register several online accounts with the same email address?	create_account
please, can you ask an agent where I can create a account?	create_account
i want to open an account, what should i do?	create_account
i ordered a product, what do I have to do to modify my  purchase?	change_order
I changed my mind, how can I cancel my online account?	delete_account
can u ask an agent if i can talk to customer support?	contact_customer_service
I want to download a bill	get_invoice
an error message pops when I try to make a payment with card, what can I do?	payment_issue
I want to edit my shipping address, what do I have to do?	change_shipping_address
please, can you ask an agent if I get a full refund in case I cancel my ticket?	check_refund_policy
i dont understand you, can u talk to a human?	contact_human_agent
i got an error message when i attempted tl pay, but my card was charged anyway, how do i notify it?	payment_issue
I have a problem making a payment with card	payment_issue
I have a problem paying for my online order, can you inform of it?	payment_issue
my profile was hacked, how can i get it back?	recover_password
i wanna see my fucking bills	check_invoices
i have an issue making a payment with card, help me notify it	payment_issue
I lost my bill, help me check it	check_invoices
I got an error message when I attempted to make a payment, but my card was charged anyway, how can I inform of it?	payment_issue
can I see the status of my reimbursement?	track_refund
where to view the status of my order	track_order
can you ask an agent if there's a newsletterto stay up-to-date, please?	newsletter_subscription
ask an agent where to remove my user account	delete_account
please, ask an agent where I can create an online account	create_account
an error pops when i try to pay, can u help me?	payment_issue
i lost my bills, could u check them, please?	check_invoices
you aren't helping, what can I do to talk to a person?	contact_human_agent
I want to see an invoice, can you show me some information?	get_invoice
how do I contact Customer Service?	contact_customer_service
is it possible to download a bill?	get_invoice
can you tell me the email to contact customer service?	contact_customer_service
I have a question, can you speak with Client Service?	contact_customer_service
is it possible to modify my purchase ?	change_order
tell me if my shipment is out for delivery	track_order
i want to check the status of my refund, what should i do?	track_refund
tell me where I can receive the newsletter	newsletter_subscription
i got an error message when i attempted to pay, but i was charged anyway and i want to report it	payment_issue
i get an error message when i try to make a payment with card, what should i do?	payment_issue
can I report problems with my payment?	payment_issue
can you tell me if I can receive the newsletter?	newsletter_subscription
i dont want my fucking user account, can u close it, please?	delete_account
i have a problem when trying to pay for my online order, what can i do to notify it?	payment_issue
I have a question, talk to Customer Support	contact_customer_service
the event was cancelled and I want to get a refund	get_refund
could you ask an agent if I can retrieve my password, please ?	recover_password
could u ask an agent how I can see some invoices?	get_invoice
I want to notify payment problems	payment_issue
i wanna write a comment	review
please, can you ask an agent if I can inform of an issue with my payment?	payment_issue
I don't understand you, how can I talk to a human?	contact_human_agent
I have an issue making a payment, how do I inform of it?	payment_issue
I have a problem when  trying to make a payment	payment_issue
please, can you ask an agent how to see my bill?	check_invoices
I didn't receive my invoices, what do I have to do to view them?	check_invoices
I'm trying to regiter but I can't	registration_problems
can u ask an agent if i can change the information on my profile?	edit_account
I ordered something , what can I do to hcange my order?	change_order
where  could i inform of issues paying?	payment_issue
I got an error when I attempted to make a payment, but I was charged anyway, what should I do to report it?	payment_issue
I changed my mind, remove my user account	delete_account
can i create several user accounts with the same email address?	create_account
can u ask an agent if i can create a profile?	create_account
I want to see the options for delivery, can you help me?	delivery_options
ask an agent where i can inform of issues paying	payment_issue
I don't understand you and I want to speak with a human agent	contact_human_agent
where do I check your money back policy?	check_refund_policy
an error pops when I attempt to make a payment with card, can you help me?	payment_issue
how do i solve issues making a payment?	payment_issue
I can't understand you and I want to speak with a human	contact_human_agent
I want to know if I can register several online accounts with the same email address	create_account
I want to see your money back guarantee, what do I have to do?	check_refund_policy
I don't understand you, what should I do to speak with a person?	contact_human_agent
I need help reporting issues making a payment	payment_issue
can u ask an agent what the mail address of client service is?	contact_customer_service
tell me if I can get some invoices	get_invoice
I want to see the phone number to contact Client Service	contact_customer_service
ask an agent where i can leave an opinion for a service	review
i cant understand you and id like to speak with a human	contact_human_agent
how do I notify an issue with my payment?	payment_issue
ask an gaent how i can report a problem with my payment	payment_issue
I want information, what do I have to do to contact Customer Support?	contact_customer_service
the game was cancelled , how can I request a reimbursement?	get_refund
I have an issue making a payment, what can I do to inform of it?	payment_issue
how to modify my profile	edit_account
can u ask an agent if i can solve a payment issue?	payment_issue
how can I solve a problem making a payment?	payment_issue
i need help opening a user account	create_account
I have a problem when trying to make a payment with card, what can I do to inform of it?	payment_issue
please, could you tell me if theres a newsletter I can subscribe to?	newsletter_subscription
can u ask an agent how to track my package?	track_order
I can't understand you	contact_human_agent
i lost my password, help me reset it, please	recover_password
where is my purchase?	track_order
I lost my bill and I want to see it	check_invoices
I want to view my bill	check_invoices
I've got no account,  what can I do to register?	create_account
i want to know if i canh register more than one account with a single email address	create_account
could u ask an agent where i can notify payment issues?	payment_issue
I don't like the service and I want to submit a complaint	complaint
i want to file a comment for a service, what can i do?	review
I want information, help me send an email to Customer Service	contact_customer_service
could you ask an agent if I could report a fucking payment issue, please?	payment_issue
an error pops when I attempt to pay, can you help me?	payment_issue
acn I create several user accounts with the same email address?	create_account
i changed my mind, what can i do to delete my online account?	delete_account
i got a error when i attempted to pay, but my card was charged anyway, what can i do to inform of it?	payment_issue
ask an agent to notify a payment problem	payment_issue
i want to knpw if i can create more than one account with a single email	create_account
I need help viewing my bill	check_invoices
tell me how fast I can expect my tickets to arrive	delivery_period
I want to see your refund policy, can you help me?	check_refund_policy
please, can u ask an agent to give me information about their fucking money back policy?	check_refund_policy
you're not helping, could I  talk to a person?	contact_human_agent
i want to know if i can create two accounts with the same email	create_account
I ant to recover my password	recover_password
i want to know what the email of client service is	contact_customer_service
I would like to solve payment issues	payment_issue
can i speak with a human?	contact_human_agent
I can't understand you, help me speak with someone	contact_human_agent
I want to request some bills, tell me how I can do it	get_invoice
I need help reporting a problem making a payment	payment_issue
the event was postponed, how can i obtain a refund?	get_refund
you're not helping, what should I do to talk to a person?	contact_human_agent
where do i see your refund policy?	check_refund_policy
I want an online accoynt, can you create one?	create_account
how can i solve problems with my payment?	payment_issue
can u give me information about the mail of the Customer Service?	contact_customer_service
i have a question, could u send an email to customer support, please?	contact_customer_service
i want to see the mail to contact Customer Service	contact_customer_service
I want to obtain an invoice, can you show me some infrmation?	get_invoice
how do i view your reimbursement policy?	check_refund_policy
I wanna receive the newsletter, can you give me some  information?	newsletter_subscription
I need informatioj and I want to call Client Service	contact_customer_service
I don't understand you, what do I have to do to speak with a person?	contact_human_agent
please, could you ask an agent to provide niformation about the status of my purchase?	track_order
I have a problem paying, what do I have to do to notify it?	payment_issue
how do I notify problems making a payment?	payment_issue
I have an issue when trying to pay for my online order, can you inform of it ?	payment_issue
you're not helping, what should I do to talk to a human?	contact_human_agent
I have a question, what do I have to do to contact Customer Service?	contact_customer_service
how can I report a problem making a payment?	payment_issue
i dont understand you, can i speak with a human agent?	contact_human_agent
I have an issue when trying to make a payment, what should I do?	payment_issue
I got an error when I attempted to pay, but I was charged anyway and I want to inform of it	payment_issue
i bought an item, can i modify my purchase?	change_order
I want to know how to download a bill	get_invoice
I lost my account password, can you reset it?	recover_password
I don't know anything about your money back guarantee and I want to know about it	check_refund_policy
I have a problem paying, how do I notify it?	payment_issue
how can I lodge a complaint for a service?	complaint
how to speak with someone	contact_human_agent
I need help speaking with someone	contact_human_agent
can Iedit my profile?	edit_account
I need information, ca you speak with Customer Support?	contact_customer_service
can you tell me where I can download an invoice?	get_invoice
ask an agent if i can switch to another profile	switch_account
can u show me the number of customer service, please?	contact_customer_service
I want information about your money back policy	check_refund_policy
i need a reimbursement, how do i get one?	get_refund
where can i check the options for delivery?	delivery_options
please, could you ask an agent if I can inform of a problem with my payment?	payment_issue
I'm not happy with the service, what should I do to lodge an complaint?	complaint
ask an agent how to view their reimbursement policy	check_refund_policy
i want an account, i need help opening one	create_account
id like to check your money back pooicy, can u help me?	check_refund_policy
I have an issue paying for my online order, can you report it?	payment_issue
I found problems when trying to open a account	registration_problems
i want to write a comment	review
I have issues registering	registration_problems
tell me if I can create several accounts with the same email address	create_account
what can you tell me about downloading some invoices?	get_invoice
ask an agent how to track myorder	track_order
I don't have a user account, open one	create_account
can i solve issues paying?	payment_issue
I lost my password, can you help me?	recover_password
i havent got an account, how do i create one?	create_account
I want to receive the newsletter, can you tell me how I can do it?	newsletter_subscription
I want to modify my purchase, tell me where to do it	change_order
I have a problem paying with card, I need help informing of it	payment_issue
could u ask an agent how to report a problem paying?	payment_issue
I want to obtain some bills, can you tell me how to do it?	get_invoice
I foundproblems when triyng to register	registration_problems
I didn't receive my invoice, how can I check it?	check_invoices
I changed my mind, what do I have to do to cancel my user account?	delete_account
I have a problem paying for my order, could you report it, please?	payment_issue
I have a question, what should I do to talk to Customer Service?	contact_customer_service
I'd like to view your reufnd policy, what should I do, pleae?	check_refund_policy
I want to report an issue making a payment, what do I have to do?	payment_issue
youre not helping, how can i contact a human agent?	contact_human_agent
i have a problem when trying to pay for my online order and i want to inform of it	payment_issue
I want a user account, create one	create_account
can u ask an agent how  to solve an issue making a payment?	payment_issue
i lost my invoices, can u show them, please?	check_invoices
how can I get some bils?	get_invoice
show me the mail of Customer Support	contact_customer_service
I've got no online account, help me register	create_account
I need help making a complaint	complaint
the show was cancelled, help me request a reimbursement	get_refund
please, I want to know what the email of the Client Service is	contact_customer_service
do you mind asking an agent for information about modifying my purchase, please?	change_order
the game was postponed and I'd like to get a fucking refund, please	get_refund
what information can u tell me about seeing some invoices?	get_invoice
my account was hacked, what can I do to get it back?	recover_password
I want to get an invoice, can you tell mewhere to do it?	get_invoice
can u ask an agent to make changes to my shipping address?	change_shipping_address
I purchased something and I want to change my order	change_order
I want to register, what should I do?	create_account
can i track my purchase?	track_order
i want a reimbursement, help me get one	get_refund
where to get a bill	get_invoice
tell me if I can register several user accounts with the same email	create_account
how do I inform of issues making a payment?	payment_issue
I want information, how do I call Client Service?	contact_customer_service
I didn't receive my invoices, can you view them?	check_invoices
the show was postponed, help me get a reimbursement	get_refund
i wanna request some invoices, can you tell me how to do it?	get_invoice
my profile has been hacked, how do i recover it?	recover_password
can you tell me if I can register two online accounts with an single email?	create_account
help me solve issues with my payment	payment_issue
i wanna view the cancellation penalties	check_cancellation_fee
I want information about your payment options	check_payment_methods
what can you tell me about getting a bill?	get_invoice
help me view your payment methods	check_payment_methods
where do I open a user account?	create_account
ivegot no profile, can i create one?	create_account
my profile's been hacked, what should I do to get it back?	recover_password
i'd like to see a bill, can you tell me where to do it, please?	get_invoice
i want to know if i can register two online accounts with a single email	create_account
I would like a refund, can I obtain one?	get_refund
I have a problem making a payment with card, what can I do?	payment_issue
I ordered an item, help me modify my order	change_order
check the ticket delivery  options	delivery_options
I got an error when I attempted to make a payment, but my card was charged anyway , help me report it	payment_issue
I have a problem when trying to make an payment, what can I do to notify it?	payment_issue
I made a mistake, what do I have to do to change my purchase?	change_order
can u ask an agent if i could change my purchase?	change_order
where to update my shipping address	change_shipping_address
i wanna ask for information about requesting a bill	get_invoice
I want to use my other user account, how do I switch them?	switch_account
could you tell me if there is a free phone number to contact fucking Customer Service, please?	contact_customer_service
can you ask an agent how I can download some invoices?	get_invoice
i got an error when i tried to pay, but i was charged anyway and i wanna inform of it	payment_issue
where can I notify a problem paying?	payment_issue
I want to notify an problem paying, what can I do?	payment_issue
i want to open a user account, ccan u help me?	create_account
I want to know what the free phone number to contact Customer Support is	contact_customer_service
you aren't helping, help me speak with a human agent	contact_human_agent
i need help solving payment problems	payment_issue
tell me how I can check my delivery	track_order
I want to see some invoices, can you show me some information?	get_invoice
i got an error when i tried to make a payment, but my card was charged anyway, could u report it, please?	payment_issue
I need an account, what should I do to open one?	create_account
I've got no fucking user account, can you open one?	create_account
can u ask an agent where i can inform of an issue making a payment?	payment_issue
can you tell me where I can change my order?	change_order
I have a problem making a payment, what can I do?	payment_issue
I want to report a problem making a payment, what can I do?	payment_issue
how do I track my purchase?	track_order
how can i view your fucking payment methods?	check_payment_methods
an error message pops when I try to make a payment with card, what do I have to do?	payment_issue
you arent helping and i wanna speak with a human agent	contact_human_agent
I need an acxcount, what can I do?	create_account
tell me how to obtain an invoice	get_invoice
tell me if I could register two online accounts with the same email, please	create_account
I need information, how do I talk to Customer Service?	contact_customer_service
I need help informinh of paymnet issues	payment_issue
I had an isue when trying to open an account	registration_problems
i got an error message when i tried to pay, but i was charged anyway, what do i have to do to notify it?	payment_issue
I've got no profile	create_account
tell me how I can see an invoice	get_invoice
an error pops when i try to pay with card, what do i have to do?	payment_issue
how do I receive a reimbursement?	get_refund
I want to request information about requesting a bill	get_invoice
please, could you ask an agent how I can switch to another fucking online account?	switch_account
I have a problem when trying to pay for my online order, could I report it?	payment_issue
you arent helping, what should i do to talk to a human?	contact_human_agent
i wanna know if i can create two suer accounts with a single email address	create_account
can you give me information about the delivery options?	delivery_options
tell me if my shipments are out for delivery	track_order
how to check the status of my ordet	track_order
I get an error when I try to pay with card	payment_issue
ive got no account and i want to create one	create_account
could u ask an agent how I could see a bill?	get_invoice
i have an issue paying, how do i report it?	payment_issue
my profile was hacked, what should I do to recover  it?	recover_password
I have a problem paying for my online order, what should I do to inform of it?	payment_issue
the cincert was postopned, can I get a refund, please?	get_refund
where do i request a reimbursement?	get_refund
what information can u tell me about seeing a bill?	get_invoice
I need information, what can I do to contact Customer Service?	contact_customer_service
where do I request a bill?	get_invoice
ask an agent where i can write an opinion	review
could u ask an agent if I can modify my order?	change_order
I don't want my profile, can I delete it?	delete_account
I need a refund, help me get one	get_refund
can you tell me if I can register more than one profile with the same email address?	create_account
the game was cancelled, what do I have to do to obtain a refund?	get_refund
can u ask an agent how to notify sisues with my payment?	payment_issue
information about rceiving the newsletter	newsletter_subscription
I didn't receive my invoice, show it	check_invoices
how do I modify the information on myprofile?	edit_account
I want to check cancellation penalties, what should I do?	check_cancellation_fee
i wanna file an opinion for a service, can u help me?	review
i have a problem paying, help me inform of it	payment_issue
I want to know what the phone number to contact Customer Service is	contact_customer_service
i want to set up my shipping address, what do i have to do?	set_up_shipping_address
can you tell me the mail address of Customer Support?	contact_customer_service
i lost my  invoices and i wanna see them, please	check_invoices
check the status of my refund	track_refund
please, i want to know how I could request an invoice	get_invoice
the show was cancelled, what do I have to do to obtain a reimbursement?	get_refund
show me the mail of Customer Service	contact_customer_service
I have an issue when trying yo pay, help me inform of it	payment_issue
an error pops when I try to pay for my online order, what can I do?	payment_issue
I can't understand you, what should I do to talk to someone?	contact_human_agent
I don't like the service, can I submit a complaint?	complaint
you're not helping and I want to talk to someone	contact_human_agent
I want to see the delivery options, what should I do?	delivery_options
i wanna report a problem making a payment, what do i have to do?	payment_issue
i wanna see the emailaddress to contact client service	contact_customer_service
the game was cancelled, how do i get a refund?	get_refund
I got an error message when I attempted to pay, but I was charged anyway, help me notify it	payment_issue
I'm happy with the service, what should I do to make a review?	review
ask an agent if i can report payment issues	payment_issue
I didn't receive my invoice, can you show it?	check_invoices
the game was postponed, obtain a refund	get_refund
how can I cancel my profile?	delete_account
I didn't receive my invoices, can I check them?	check_invoices
i have a problem when trying to make a payment, can i notify it?	payment_issue
the show was cancelled and I'd like to get a fucking refund, please	get_refund
I can't understand you, contact a human agent	contact_human_agent
how can I view the cancellation penalty?	check_cancellation_fee
I need information, how can I send an email to Client Service?	contact_customer_service
ask an agent where I can see the cancellation fees, please	check_cancellation_fee
I ordered an item, how do I changemy purchase?	change_order
i ned information, help me talk to client service	contact_customer_service
can you tell me what payment options youacept?	check_payment_methods
tell me if I can create two user accounts with a single email address	create_account
i want to request some bills, tell me how I can do it	get_invoice
I have no shipping address , I need helpsetting one up	set_up_shipping_address
how can I send an email to Customer Service?	contact_customer_service
I would like to check my packages, can you tell me where to do it?	track_order
where do I obtain a reimbursement?	get_refund
how to check the cancellation penalty	check_cancellation_fee
I want to request some invoices, tell me how to do it	get_invoice
I've got no user account, how can I open one?	create_account
I want to check the status of my reimbursement	track_refund
